'username'|'date'|'retweets'|'favorites'|'text'|'cleantext'|'is_retweet'|'ID'|'permalink'|Translation
CarmenYulinCruz|2017-09-14 13:54:31|13|24|Ayer Hillside tenía luz; hoy no tiene. Nosotros estamos allí haciendo lo que nos toca hacer. @SJUCiudadPatria pic.twitter.com/ju7gF0n6F2|Ayer Hillside tenía luz; hoy no tiene. Nosotros estamos allí haciendo lo que nos toca hacer. @SJUCiudadPatria |false|908388503792361472|/CarmenYulinCruz/status/908388503792361472|Yesterday Hillside had light; today he does not have We are there doing what we have to do. @SJUCiudadPatria pic.twitter.com/ju7gF0n6F2
CarmenYulinCruz|2018-03-10 09:28:33|5|29|Diane Abbott, Shadow Home Sec British Labour Party, UK speaks at the Progressive Caucus Forum. pic.twitter.com/KkoVh5aGRL|Diane Abbott, Shadow Home Sec British Labour Party, UK speaks at the Progressive Caucus Forum. |false|972479326225600513|/CarmenYulinCruz/status/972479326225600513|Diane Abbott, Shadow Home Sec British Labour Party, UK speaks at the Progressive Caucus Forum. pic.twitter.com/KkoVh5aGRL
CarmenYulinCruz|2018-01-22 12:15:09|1|9|Gracias a tí, por representar a la mujer y recordarnos que la música nos demuestra que todos somos hermanos.|Gracias a tí, por representar a la mujer y recordarnos que la música nos demuestra que todos somos hermanos.|false|955489021278515201|/CarmenYulinCruz/status/955489021278515201|Thanks to you, for representing the woman and reminding us that music shows us that we are all brothers.
CarmenYulinCruz|2017-11-05 11:03:07|6|30|Esto es en las Parcelas Falú|Esto es en las Parcelas Falú|false|927204640520884232|/CarmenYulinCruz/status/927204640520884232|This is in the Falú Plots
CarmenYulinCruz|2017-12-11 20:32:25|39|111|Volvió la luz y se fue...|Volvió la luz y se fue...|false|940393873133768704|/CarmenYulinCruz/status/940393873133768704|He turned the light and went ...
CarmenYulinCruz|2017-10-27 23:40:36|3146|7756|The Head of PREPA must provide proof to dispute FEMA’s claim it did not approved Whitefish contract. Otherwise contract is void and null.|The Head of PREPA must provide proof to dispute FEMA’s claim it did not approved Whitefish contract. Otherwise contract is void and null.|false|924118676911132673|/CarmenYulinCruz/status/924118676911132673|The Head of PREPA must provide proof to dispute FEMA’s claim it did not approved Whitefish contract. Otherwise contract is void and null.
CarmenYulinCruz|2018-01-14 23:11:08|1|28|Así se expresa un buen colonizado.|Así se expresa un buen colonizado.|false|952755000240934912|/CarmenYulinCruz/status/952755000240934912|This expresses a good colonized.
CarmenYulinCruz|2018-01-09 22:38:45|21|26|No es desalojo forzoso. Las fuertes marejadas se sentirán de 12-2:00am. Los que se sientan más cómodos personal mun estará en Alcaldía.|No es desalojo forzoso. Las fuertes marejadas se sentirán de 12-2:00am. Los que se sientan más cómodos personal mun estará en Alcaldía.|false|950934912835649536|/CarmenYulinCruz/status/950934912835649536|It is not forced eviction. The strong swells will be felt from 12-2: 00am. Those who feel most comfortable will be at City Hall.
CarmenYulinCruz|2017-11-02 13:02:00|13|42|La verdad siempre es la mejor opción; aunque a veces no convenga políticamente siempre es la mejor política pública.|La verdad siempre es la mejor opción; aunque a veces no convenga políticamente siempre es la mejor política pública.|false|926132295932801024|/CarmenYulinCruz/status/926132295932801024|The truth is always the best option; Although sometimes it does not agree politically, it is always the best public policy.
CarmenYulinCruz|2018-03-19 12:49:42|9|78|Hoy continuamos con mantenimiento de encintados en Ocean Park. @SJUCiudadPatria pic.twitter.com/hi7fy8tOQ4|Hoy continuamos con mantenimiento de encintados en Ocean Park. @SJUCiudadPatria |false|975776336454279168|/CarmenYulinCruz/status/975776336454279168|Today we continue with curb maintenance at Ocean Park. @SJUCiudadPatria pic.twitter.com/hi7fy8tOQ4
CarmenYulinCruz|2018-01-05 13:08:44|1|9|Y en contra de los que no ayudaron.|Y en contra de los que no ayudaron.|false|949341912057688067|/CarmenYulinCruz/status/949341912057688067|And against those who did not help.
CarmenYulinCruz|2017-09-22 21:46:48|21|50|Gracias a @femaregion2  por la ayuda y por coordinar trabajos para la recuperación de nuestra Ciudad. San Juan se levanta...@SJUCiudadPatria pic.twitter.com/lTphEXHh9J|Gracias a @femaregion2  por la ayuda y por coordinar trabajos para la recuperación de nuestra Ciudad. San Juan se levanta...@SJUCiudadPatria |false|911406461703655426|/CarmenYulinCruz/status/911406461703655426|Thanks to @ femaregion2 for the help and for coordinating works for the recovery of our City. San Juan gets up ... @ SJUCiudadPatria pic.twitter.com/lTphEXHh9J
CarmenYulinCruz|2018-01-27 00:27:51|7|22|Right on! But to overcome people must educate, organize and vote!|Right on! But to overcome people must educate, organize and vote!|false|957122961877667840|/CarmenYulinCruz/status/957122961877667840|Right on! But to overcome people must educate, organize and vote!
CarmenYulinCruz|2018-01-08 21:50:14|195|1257|Hay abrazos y hay abrazos...There are hugs and then, there are hugs... pic.twitter.com/daXU4n2CkU|Hay abrazos y hay abrazos...There are hugs and then, there are hugs... |false|950560316529750023|/CarmenYulinCruz/status/950560316529750023|Hay abrazos y hay abrazos...There are hugs and then, there are hugs... pic.twitter.com/daXU4n2CkU
CarmenYulinCruz|2018-03-26 13:35:35|4|6|Mayor saying  if Fiscal Plan put forth bu Gov Roselló is approved by the fiscal control board he would have to fire 1/2 of municipal workers|Mayor saying  if Fiscal Plan put forth bu Gov Roselló is approved by the fiscal control board he would have to fire 1/2 of municipal workers|false|978324598730223617|/CarmenYulinCruz/status/978324598730223617|Mayor saying if Fiscal Plan put forth by Govt Roselló is approved by the fiscal control board he would have to fire 1/2 of municipal workers
CarmenYulinCruz|2018-02-05 17:17:21|17|50|¿El aumento salarial - que no estaba incluído en el Plan Fiscal de RR- tiene que ser aprobado por la Junta de Control Fiscal?|¿El aumento salarial - que no estaba incluído en el Plan Fiscal de RR- tiene que ser aprobado por la Junta de Control Fiscal?|false|960638503943065600|/CarmenYulinCruz/status/960638503943065600|Was the salary increase - which was not included in the RR Tax Plan - to be approved by the Fiscal Control Board?
CarmenYulinCruz|2017-10-23 07:27:05|12|39|9.2 millones de lbs escombros, 17.5 millones de lbs vegetativo, 33.3 millones de doméstico con 5 compañías y empleados municipales en 1 mes pic.twitter.com/UGvfXreRc0|9.2 millones de lbs escombros, 17.5 millones de lbs vegetativo, 33.3 millones de doméstico con 5 compañías y empleados municipales en 1 mes |false|922424131123064833|/CarmenYulinCruz/status/922424131123064833|9.2 million lbs debris, 17.5 million lbs vegetative, 33.3 million domestic with 5 companies and municipal employees in 1 month pic.twitter.com/UGvfXreRc0
CarmenYulinCruz|2017-10-27 23:50:56|123|230|Whitefish’s contract with PREPA does not have the number of the Resolution required by PREPA’s Board to approve said contract. Hum... pic.twitter.com/5x5IBbWqgb|Whitefish’s contract with PREPA does not have the number of the Resolution required by PREPA’s Board to approve said contract. Hum... |false|924121278252044288|/CarmenYulinCruz/status/924121278252044288|Whitefish’s contract with PREPA does not have the number of the Resolution required by PREPA’s Board to approve said contract. Hum... pic.twitter.com/5x5IBbWqgb
CarmenYulinCruz|2018-02-05 17:44:28|1|2|Y sabe que la Junta tiene que aprobarlo TODO.|Y sabe que la Junta tiene que aprobarlo TODO.|false|960645327236796418|/CarmenYulinCruz/status/960645327236796418|And he knows that the Board has to approve EVERYTHING.
CarmenYulinCruz|2018-01-16 18:50:39|2|9|Se prohįbe el uso de generadores en las aceras por un asunto de seguridad. La gente debe leer la ordenanza para no estar mal imformados. 1/2|Se prohįbe el uso de generadores en las aceras por un asunto de seguridad. La gente debe leer la ordenanza para no estar mal imformados. 1/2|false|953414226562965504|/CarmenYulinCruz/status/953414226562965504|The use of generators on the sidewalks is prohibited for a safety issue. People should read the ordinance so as not to be badly informed. 1/2
CarmenYulinCruz|2017-09-30 08:18:37|1933|4424|La meta es sólo una: salvar vidas este es el momento para demostrar de que estamos hecho. No podemos distraernos con nada más. pic.twitter.com/P7c0uCAbHK|La meta es sólo una: salvar vidas este es el momento para demostrar de que estamos hecho. No podemos distraernos con nada más. |false|914102178842857472|/CarmenYulinCruz/status/914102178842857472|The goal is only one: save lives. This is the time to show that we are made. We can not be distracted by anything else. pic.twitter.com/P7c0uCAbHK
CarmenYulinCruz|2017-12-29 18:19:20|8|39|Proud to be part od this effort in a very very very small way. Sometimes connecting the dots is all that is needed.|Proud to be part od this effort in a very very very small way. Sometimes connecting the dots is all that is needed.|false|946883360500146177|/CarmenYulinCruz/status/946883360500146177|Proud to be part od this effort in a very very very small way. Sometimes connecting the dots is all that is needed.
CarmenYulinCruz|2017-09-04 21:51:09|9|2|MSJ-Huracán Irma-Serv Mun: CDT Belaval, Llorens Torres,Sabana Llana y Hoare- salas de emergencias abiertas 24 horas.|MSJ-Huracán Irma-Serv Mun: CDT Belaval, Llorens Torres,Sabana Llana y Hoare- salas de emergencias abiertas 24 horas.|false|904884575846924289|/CarmenYulinCruz/status/904884575846924289|MSJ-Hurricane Irma-Serv Mun: CDT Belaval, Llorens Torres, Sabana Llana and Hoare- emergency rooms open 24 hours a day.
CarmenYulinCruz|2017-10-15 17:17:06|169|427|Se comienzan a inundar áreas del Caño y Barriada Figueroa. Unidades del Municipio en camino para dar asistencia a vecinos. @SJUCiudadPatria|Se comienzan a inundar áreas del Caño y Barriada Figueroa. Unidades del Municipio en camino para dar asistencia a vecinos. @SJUCiudadPatria|false|919673509940482053|/CarmenYulinCruz/status/919673509940482053|Flooded areas of Caño and Barriada Figueroa begin to flood. Units of the Municipality on the way to give assistance to neighbors. @SJUCiudadPatria
CarmenYulinCruz|2018-03-27 15:12:54|63|142|Hope I am mistaken but announcing  $200 million contract Sat 8:15 pm sounds like a Whitefish dejavú. Why “under the radar”? @DavidBegnaud|Hope I am mistaken but announcing  $200 million contract Sat 8:15 pm sounds like a Whitefish dejavú. Why “under the radar”? @DavidBegnaud|false|978711477241737217|/CarmenYulinCruz/status/978711477241737217|Hope I am mistaken but announcing  $200 million contract Sat 8:15 pm sounds like a Whitefish dejavú. Why “under the radar”? @DavidBegnaud
CarmenYulinCruz|2017-11-09 12:54:03|72|142|De esto ser cierto el Gobernador debe anular el contrato de Whitefish. El país no se merece volver al día 1. Todos perdemos. pic.twitter.com/Zqgh4qLneO|De esto ser cierto el Gobernador debe anular el contrato de Whitefish. El país no se merece volver al día 1. Todos perdemos. |false|928682107152621568|/CarmenYulinCruz/status/928682107152621568|From this be true the Governor must cancel the Whitefish contract. The country does not deserve to return to day 1. We all lose. pic.twitter.com/Zqgh4qLneO
CarmenYulinCruz|2017-09-07 01:22:32|10|79|Intacta... pic.twitter.com/mWvjRnyXqj|Intacta... |false|905662547390382080|/CarmenYulinCruz/status/905662547390382080|Intact ... pic.twitter.com/mWvjRnyXqj
CarmenYulinCruz|2017-12-07 23:31:22|10|56|¿La pregunta es pq nos ha tomado tanto tiempo admitir la verdad?|¿La pregunta es pq nos ha tomado tanto tiempo admitir la verdad?|false|938989353799368704|/CarmenYulinCruz/status/938989353799368704|The question is, did it take us so long to admit the truth?
CarmenYulinCruz|2017-11-29 16:47:14|63|220|Mi mensaje en USA:eliminación de deuda, dispensa leyes de cabotaje para manejar crisis humanitaria y sentar bases eliminarla totalmente1/3|Mi mensaje en USA:eliminación de deuda, dispensa leyes de cabotaje para manejar crisis humanitaria y sentar bases eliminarla totalmente1/3|false|935988547814862848|/CarmenYulinCruz/status/935988547814862848|My message in the USA: elimination of debt, dispensation of cabotage laws to handle humanitarian crisis and lay the foundations to eliminate it completely1 / 3
CarmenYulinCruz|2017-11-14 11:02:48|9|47|Cuando uno promete más transparencia es pq sabe que hasta el momento no la hay.|Cuando uno promete más transparencia es pq sabe que hasta el momento no la hay.|false|930466052256993280|/CarmenYulinCruz/status/930466052256993280|When one promises more transparency, it knows that there is no transparency so far.
CarmenYulinCruz|2018-03-07 09:51:23|7|21|Piden préstamo de $1000 millones pq no tienen $ para operaciones. Le dan uno de $300 y ahora están en mejor posición financiera. ¿En serio?|Piden préstamo de $1000 millones pq no tienen $ para operaciones. Le dan uno de $300 y ahora están en mejor posición financiera. ¿En serio?|false|971397905499279362|/CarmenYulinCruz/status/971397905499279362|They ask for a loan of $ 1000 million pq they do not have $ for operations. They give him a $ 300 and are now in a better financial position. Really?
CarmenYulinCruz|2018-01-21 01:21:31|15|66|A las 2:30 am sale la última guagua desde San Juan a los puntos de trasbordo. No te quedes a pie...|A las 2:30 am sale la última guagua desde San Juan a los puntos de trasbordo. No te quedes a pie...|false|954962142498877440|/CarmenYulinCruz/status/954962142498877440|At 2:30 am, the last bus leaves from San Juan to the transfer points. Do not stay on foot ...
CarmenYulinCruz|2017-11-12 10:51:13|10|49|Le han dicho mentiroso al dueño de Kasalta y a @sunshinelogrono  por decir la verdad. Parece más fácil atacar que arreglar las bombas.|Le han dicho mentiroso al dueño de Kasalta y a @sunshinelogrono  por decir la verdad. Parece más fácil atacar que arreglar las bombas.|false|929738358829527040|/CarmenYulinCruz/status/929738358829527040|They have told the owner of Kasalta and @sunshinelogrono a liar for telling the truth. It seems easier to attack than to fix the bombs.
CarmenYulinCruz|2017-12-30 10:12:28|4|80|It is in his nature...|It is in his nature...|false|947123224214687744|/CarmenYulinCruz/status/947123224214687744|It is in his nature...
CarmenYulinCruz|2018-02-24 10:16:03|5|15|Recuerden cuando no hubo respuesta de FEMA esta funcionaria fue la que dijo que lo que el Gob Fed había hecho en PR era un “good news story”|Recuerden cuando no hubo respuesta de FEMA esta funcionaria fue la que dijo que lo que el Gob Fed había hecho en PR era un “good news story”|false|967417846727954433|/CarmenYulinCruz/status/967417846727954433|Remember when there was no response from FEMA this official was the one who said that what the Gov Fed had done in PR was a "good news story"
CarmenYulinCruz|2017-10-31 00:25:53|266|572|Republicanos cancelan Vista donde se iba a discutir rol FEMA en PR. Únicos deponentes Dir FEMA USA y yo. A que le temen? @riverasaniel pic.twitter.com/w3jn5m6RPD|Republicanos cancelan Vista donde se iba a discutir rol FEMA en PR. Únicos deponentes Dir FEMA USA y yo. A que le temen? @riverasaniel |false|925217237748895749|/CarmenYulinCruz/status/925217237748895749|Republicans cancel View where FEMA role was going to be discussed in PR. Only deponents Dir FEMA USA and me. What do they fear? @riverasaniel pic.twitter.com/w3jn5m6RPD
CarmenYulinCruz|2017-12-02 09:32:55|11|51|Tratamos de salvarlo pero el árbol no estaba en condiciones de resistir y replantarlo serïa muy costoso y probablemente no funcionaría. 2/2 pic.twitter.com/tIzY3nEfa7|Tratamos de salvarlo pero el árbol no estaba en condiciones de resistir y replantarlo serïa muy costoso y probablemente no funcionaría. 2/2 |false|936966412869959683|/CarmenYulinCruz/status/936966412869959683|We tried to save it but the tree was not able to resist and replanting it would be very expensive and probably would not work. 2/2 pic.twitter.com/tIzY3nEfa7
CarmenYulinCruz|2018-01-12 09:17:16|127|420|We are all Haitians; we are Africans, we are Puerto Ricans simply because of one thing Trump cannot get:we are all humans. @CNNPolitics|We are all Haitians; we are Africans, we are Puerto Ricans simply because of one thing Trump cannot get:we are all humans. @CNNPolitics|false|951820376065142784|/CarmenYulinCruz/status/951820376065142784|We are all Haitians; we are Africans, we are Puerto Ricans simply because of one thing Trump cannot get:we are all humans. @CNNPolitics
CarmenYulinCruz|2017-12-19 11:47:56|26|106|Reparación de hoyos en Pumarada hace esquina con calle San Jorge y Comunidad el Chicharo.  Vamos a transformar a San Juan un día a la vez. pic.twitter.com/amHhhHOEbg|Reparación de hoyos en Pumarada hace esquina con calle San Jorge y Comunidad el Chicharo.  Vamos a transformar a San Juan un día a la vez. |false|943160983169781761|/CarmenYulinCruz/status/943160983169781761|Repair of holes in Pumarada corner with San Jorge Street and Community Chicharo. We are going to transform San Juan one day at a time. pic.twitter.com/amHhhHOEbg
CarmenYulinCruz|2017-11-11 14:12:47|3|42|¡A ver cuando entendemos acá!|¡A ver cuando entendemos acá!|false|929426697535021061|/CarmenYulinCruz/status/929426697535021061|Let's see when we understand here!
CarmenYulinCruz|2018-03-05 17:57:12|57|176|“La razón no grita; la razón convence”. Luis A Ferré|“La razón no grita; la razón convence”. Luis A Ferré|false|970795389824757765|/CarmenYulinCruz/status/970795389824757765|"Reason does not scream; reason convinces. " Luis A Ferré
CarmenYulinCruz|2018-03-04 11:40:43|20|74|Se hacen arreglos para refugio en Casa Alcaldía. pic.twitter.com/vh3NGSeZmt|Se hacen arreglos para refugio en Casa Alcaldía. |false|970338258856108032|/CarmenYulinCruz/status/970338258856108032|Arrangements are made for shelter in Casa Alcaldía. pic.twitter.com/vh3NGSeZmt
